order_id,order_date,customer_id,store_id,payment_method,order_status
O003067,2024-10-26,C03014,S031,E-Wallet,Completed
O003068,2025-08-02,C04883,S001,Debit Card,Completed
O003069,2025-06-10,C01114,S017,Debit Card,Completed
O003070,2024-09-07,C00482,S031,Bank Transfer,Completed
O003071,2025-09-17,C00200,S028,E-Wallet,Completed
O003072,2024-05-09,C01206,S021,Cash,Completed
O003073,2024-10-29,C00273,S031,Debit Card,Completed
O003074,2025-06-10,C00451,S031,Bank Transfer,Completed
O003075,2024-11-29,C00828,S020,Cash,Completed
O003076,2025-10-15,C03394,S031,Bank Transfer,Completed
O003077,2024-12-04,C03301,S013,Debit Card,Completed
O003078,2024-04-14,C04589,S031,E-Wallet,Completed
O003079,2025-10-21,C01475,S002,Cash,Completed
O003080,2024-02-12,C04184,S031,Credit Card,Completed
O003081,2024-07-28,C04090,S031,Credit Card,Completed
O003082,2025-04-20,C03009,S029,E-Wallet,Completed
O003083,2025-01-29,C04353,S008,Bank Transfer,Completed
O003084,2024-01-16,C04693,S005,Credit Card,Completed
O003085,2024-02-14,C03040,S031,E-Wallet,Completed
O003086,2024-05-10,C02519,S007,Credit Card,Completed
O003087,2025-07-05,C03008,S023,E-Wallet,Completed
O003088,2024-01-10,C01472,S031,Credit Card,Returned
O003089,2024-02-09,C01767,S031,Bank Transfer,Completed
O003090,2024-07-04,C02623,S008,E-Wallet,Returned
O003091,2024-07-01,C01512,S022,Debit Card,Completed
O003092,2024-07-05,C02932,S022,E-Wallet,Completed
O003093,2024-01-22,C00919,S029,Credit Card,Completed
O003094,2024-12-05,C00680,S026,Debit Card,Completed
O003095,2025-11-18,C01722,S031,Bank Transfer,Cancelled
O003096,2025-08-29,C02230,S031,E-Wallet,Completed
O003097,2024-03-17,C01285,S003,E-Wallet,Completed
O003098,2025-04-10,C04600,S030,E-Wallet,Completed
O003099,2025-09-04,C00352,S031,Credit Card,Completed
O003100,2025-02-06,C02323,S031,E-Wallet,Completed
O003101,2024-02-03,C03182,S031,Credit Card,Completed
O003102,2024-06-04,C00321,S024,Credit Card,Completed
O003103,2024-04-04,C03557,S031,Bank Transfer,Completed
O003104,2024-01-24,C04751,S024,Debit Card,Completed
O003105,2024-07-05,C04556,S025,Credit Card,Completed
O003106,2024-09-05,C02834,S031,E-Wallet,Completed
O003107,2024-05-25,C02069,S013,Cash,Completed
O003108,2025-04-17,C00764,S031,Debit Card,Completed
O003109,2025-04-16,C03811,S031,Debit Card,Completed
O003110,2024-04-16,C02731,S027,Cash,Completed
O003111,2024-12-16,C01914,S030,Credit Card,Completed
O003112,2024-04-19,C03413,S031,Credit Card,Completed
O003113,2025-07-17,C01475,S031,E-Wallet,Completed
O003114,2024-04-04,C04248,S022,Cash,Completed
O003115,2024-09-17,C03529,S031,E-Wallet,Completed
O003116,2025-07-29,C04873,S022,Debit Card,Completed
O003117,2024-09-19,C04092,S031,Credit Card,Completed
O003118,2024-01-11,C03595,S007,Debit Card,Completed
O003119,2025-10-28,C04675,S020,E-Wallet,Returned
O003120,2025-05-10,C02168,S024,Cash,Cancelled
O003121,2024-03-02,C02807,S011,Credit Card,Completed
O003122,2025-01-02,C02817,S031,Credit Card,Completed
O003123,2024-03-29,C03670,S030,Debit Card,Completed
O003124,2024-05-09,C04110,S025,Debit Card,Completed
O003125,2024-10-26,C00365,S031,Debit Card,Completed
O003126,2025-10-19,C03773,S031,Bank Transfer,Completed
O003127,2024-06-22,C03577,S031,E-Wallet,Completed
O003128,2025-11-09,C00354,S031,Credit Card,Completed
O003129,2025-09-13,C01784,S031,E-Wallet,Completed
O003130,2024-06-11,C03277,S007,E-Wallet,Completed
O003131,2024-12-30,C03448,S016,E-Wallet,Completed
O003132,2024-05-15,C04235,S031,Cash,Completed
O003133,2025-10-11,C01740,S020,E-Wallet,Returned
O003134,2024-10-05,C01442,S031,Credit Card,Completed
O003135,2024-12-17,C02956,S022,Debit Card,Completed
O003136,2025-09-09,C04390,S031,Credit Card,Completed
O003137,2024-03-21,C04412,S031,E-Wallet,Completed
O003138,2024-11-24,C03675,S031,E-Wallet,Completed
O003139,2025-12-13,C01107,S008,E-Wallet,Completed
O003140,2025-02-06,C00690,S014,E-Wallet,Completed
O003141,2024-05-04,C02809,S031,E-Wallet,Completed
O003142,2024-01-02,C03273,S007,Cash,Completed
O003143,2025-04-13,C02373,S006,Cash,Completed
O003144,2024-05-19,C00382,S031,Bank Transfer,Completed
O003145,2024-12-17,C04352,S025,Debit Card,Completed
O003146,2024-08-27,C02351,S031,Bank Transfer,Completed
O003147,2024-03-08,C03379,S019,E-Wallet,Completed
O003148,2025-01-02,C03809,S022,E-Wallet,Completed
O003149,2024-12-11,C00796,S031,E-Wallet,Completed
O003150,2024-01-27,C01565,S023,Debit Card,Completed
O003151,2024-05-21,C01418,S020,Debit Card,Completed
O003152,2025-08-26,C01315,S031,Debit Card,Completed
O003153,2025-05-12,C01591,S031,E-Wallet,Completed
O003154,2025-07-23,C01785,S016,Debit Card,Returned
O003155,2025-02-16,C04886,S020,Cash,Completed
O003156,2025-07-18,C03024,S012,Debit Card,Completed
O003157,2024-10-08,C02435,S027,Cash,Completed
O003158,2025-01-16,C04362,S031,Credit Card,Completed
O003159,2025-04-16,C01504,S031,E-Wallet,Completed
O003160,2025-11-10,C00321,S031,E-Wallet,Completed
O003161,2025-10-01,C01205,S031,Bank Transfer,Completed
O003162,2024-09-10,C01263,S031,Bank Transfer,Completed
O003163,2025-03-01,C02904,S022,E-Wallet,Completed
O003164,2025-08-12,C03557,S031,E-Wallet,Completed
O003165,2024-12-21,C02086,S031,E-Wallet,Completed
O003166,2025-02-18,C02956,S031,E-Wallet,Completed
O003167,2025-07-20,C02381,S031,Credit Card,Completed
O003168,2025-10-28,C00142,S031,Bank Transfer,Completed
O003169,2024-09-06,C04137,S011,Cash,Completed
O003170,2024-07-05,C01948,S031,Credit Card,Completed
O003171,2024-12-12,C02568,S031,Debit Card,Completed
O003172,2025-09-21,C01470,S031,Credit Card,Completed
O003173,2024-12-10,C02928,S018,Debit Card,Completed
O003174,2024-03-10,C01328,S031,Bank Transfer,Returned
O003175,2025-10-27,C04689,S031,E-Wallet,Completed
O003176,2025-04-11,C02235,S019,Credit Card,Completed
O003177,2024-01-26,C02411,S027,Debit Card,Completed
O003178,2024-07-19,C03056,S031,E-Wallet,Completed
O003179,2025-12-18,C01069,S001,E-Wallet,Completed
O003180,2025-04-28,C03397,S015,Debit Card,Completed
O003181,2025-08-31,C04553,S029,Credit Card,Completed
O003182,2025-06-27,C03274,S031,Bank Transfer,Completed
O003183,2024-03-01,C02107,S031,Credit Card,Completed
O003184,2025-05-15,C02385,S006,E-Wallet,Completed
O003185,2024-01-31,C02802,S031,Debit Card,Completed
O003186,2025-11-20,C03144,S031,Credit Card,Completed
O003187,2024-07-06,C00588,S007,Cash,Completed
O003188,2025-05-03,C02277,S031,Bank Transfer,Completed
O003189,2025-12-01,C02514,S031,E-Wallet,Completed
O003190,2024-02-02,C03679,S031,Bank Transfer,Cancelled
O003191,2024-02-28,C02233,S027,Cash,Completed
O003192,2025-08-15,C01849,S031,E-Wallet,Completed
O003193,2024-06-17,C02756,S031,Debit Card,Completed
O003194,2024-06-17,C00501,S006,Debit Card,Completed
O003195,2025-05-19,C04876,S031,E-Wallet,Completed
O003196,2024-05-09,C02349,S027,Debit Card,Returned
O003197,2024-07-09,C02094,S021,Debit Card,Completed
O003198,2025-05-18,C04245,S031,Credit Card,Completed
O003199,2024-03-28,C01734,S014,Credit Card,Completed
O003200,2024-08-19,C00578,S031,E-Wallet,Completed
O003201,2025-10-07,C02238,S008,Credit Card,Completed
O003202,2024-05-22,C00241,S031,E-Wallet,Completed
O003203,2025-04-09,C00304,S019,E-Wallet,Completed
O003204,2025-12-29,C02875,S031,E-Wallet,Completed
O003205,2025-06-04,C04603,S031,Credit Card,Completed
O003206,2024-08-16,C00587,S031,Credit Card,Completed
O003207,2025-02-04,C03292,S022,Cash,Completed
O003208,2025-12-11,C02385,S031,Bank Transfer,Completed
O003209,2024-07-12,C01805,S031,Credit Card,Completed
O003210,2025-08-22,C04266,S031,Credit Card,Completed
O003211,2025-10-03,C02328,S012,Debit Card,Completed
O003212,2025-03-11,C04081,S031,Debit Card,Completed
O003213,2024-11-13,C00503,S031,E-Wallet,Completed
O003214,2024-08-04,C02158,S031,E-Wallet,Completed
O003215,2025-12-13,C03599,S009,Debit Card,Completed
O003216,2024-01-21,C03688,S031,E-Wallet,Completed
O003217,2024-02-01,C02551,S031,Bank Transfer,Returned
O003218,2024-08-18,C02418,S031,Cash,Completed
O003219,2025-09-20,C02698,S028,Bank Transfer,Completed
O003220,2025-02-14,C01278,S031,Credit Card,Completed
O003221,2025-05-15,C00882,S031,E-Wallet,Completed
O003222,2025-01-20,C00798,S031,Debit Card,Completed
O003223,2025-09-13,C00547,S003,Cash,Cancelled
O003224,2024-03-01,C03144,S031,Debit Card,Completed
O003225,2025-03-30,C01110,S031,E-Wallet,Completed
O003226,2024-12-19,C01147,S021,E-Wallet,Completed
O003227,2024-02-05,C03085,S031,Bank Transfer,Completed
O003228,2024-06-23,C01591,S031,Bank Transfer,Completed
O003229,2024-12-18,C04061,S031,Credit Card,Completed
O003230,2024-04-01,C04413,S025,Cash,Completed
O003231,2024-03-30,C00817,S022,Cash,Completed
O003232,2025-12-31,C01100,S031,Debit Card,Completed
O003233,2025-04-05,C04281,S007,E-Wallet,Completed
O003234,2024-01-30,C02011,S024,Debit Card,Completed
O003235,2025-03-12,C01575,S031,Credit Card,Completed
O003236,2024-01-02,C01280,S007,E-Wallet,Completed
O003237,2024-08-27,C00695,S031,E-Wallet,Completed
O003238,2025-10-01,C02304,S012,Cash,Completed
O003239,2024-08-25,C00196,S010,E-Wallet,Completed
O003240,2025-05-28,C02141,S014,Cash,Completed
O003241,2024-11-13,C00241,S021,Debit Card,Completed
O003242,2024-09-19,C01602,S015,Debit Card,Completed
O003243,2025-12-10,C02495,S022,Cash,Cancelled
O003244,2024-04-14,C01476,S021,Debit Card,Completed
O003245,2025-02-12,C00887,S006,E-Wallet,Completed
O003246,2025-06-14,C03784,S031,E-Wallet,Completed
O003247,2024-12-03,C03502,S031,Bank Transfer,Completed
O003248,2025-01-21,C01148,S012,Debit Card,Completed
O003249,2025-01-26,C00599,S027,Debit Card,Completed
O003250,2024-10-02,C03939,S029,Debit Card,Completed
O003251,2025-07-14,C01167,S031,Credit Card,Completed
O003252,2024-06-19,C02369,S031,E-Wallet,Completed
O003253,2025-08-30,C04266,S017,E-Wallet,Completed
O003254,2025-01-15,C01442,S031,Credit Card,Completed
O003255,2024-12-01,C00303,S005,Debit Card,Completed
O003256,2025-12-29,C01097,S009,E-Wallet,Cancelled
O003257,2025-07-27,C02549,S001,Credit Card,Completed
O003258,2024-11-03,C02811,S027,E-Wallet,Completed
O003259,2025-11-28,C00727,S031,E-Wallet,Completed
O003260,2025-06-06,C00149,S031,Bank Transfer,Completed
O003261,2024-10-23,C03084,S005,Credit Card,Completed
O003262,2024-07-06,C02500,S031,Debit Card,Completed
O003263,2025-10-25,C03659,S031,Credit Card,Completed
O003264,2025-10-19,C04863,S006,Credit Card,Completed
O003265,2024-04-25,C03961,S031,Bank Transfer,Completed
O003266,2024-05-15,C01740,S031,E-Wallet,Completed
O003267,2024-06-27,C03251,S002,E-Wallet,Completed
O003268,2025-10-05,C04320,S031,Bank Transfer,Completed
O003269,2025-08-31,C02961,S026,E-Wallet,Completed
O003270,2024-12-11,C04842,S022,Cash,Completed
O003271,2024-09-14,C00193,S031,Bank Transfer,Completed
O003272,2024-10-19,C03234,S016,Bank Transfer,Completed
O003273,2024-11-18,C00329,S020,Debit Card,Completed
O003274,2024-04-10,C00310,S031,E-Wallet,Returned
O003275,2024-01-13,C02638,S031,E-Wallet,Completed
O003276,2024-10-10,C04053,S012,E-Wallet,Completed
O003277,2024-07-30,C01456,S031,Credit Card,Returned
O003278,2025-10-14,C02021,S031,E-Wallet,Completed
O003279,2024-10-21,C04364,S031,Credit Card,Completed
O003280,2024-04-26,C04505,S014,Credit Card,Completed
O003281,2025-08-26,C02549,S023,E-Wallet,Completed
O003282,2024-05-12,C00979,S031,E-Wallet,Completed
O003283,2025-06-26,C01582,S031,E-Wallet,Completed
O003284,2025-12-01,C04061,S031,Credit Card,Completed
O003285,2025-12-19,C01602,S017,Credit Card,Completed
O003286,2024-01-17,C04358,S028,Cash,Completed
O003287,2025-07-03,C04161,S031,Bank Transfer,Completed
O003288,2025-10-20,C00251,S011,Debit Card,Completed
O003289,2024-07-14,C01148,S011,E-Wallet,Completed
O003290,2025-04-19,C00763,S006,Debit Card,Completed
O003291,2024-09-23,C03128,S029,Cash,Completed
O003292,2025-08-14,C00386,S010,Cash,Completed
O003293,2025-12-06,C02642,S030,Debit Card,Returned
O003294,2024-02-16,C04371,S031,E-Wallet,Completed
O003295,2025-09-02,C04958,S013,Credit Card,Completed
O003296,2025-04-06,C01605,S031,E-Wallet,Completed
O003297,2024-03-16,C00079,S009,Credit Card,Completed
O003298,2025-11-14,C00912,S016,Debit Card,Completed
O003299,2024-10-24,C04291,S018,Debit Card,Completed
O003300,2024-11-29,C04273,S024,Credit Card,Completed
O003301,2025-10-21,C00479,S022,Debit Card,Completed
O003302,2024-06-08,C03546,S006,Cash,Returned
O003303,2025-07-26,C03968,S031,Credit Card,Completed
O003304,2025-03-22,C01364,S008,Debit Card,Completed
O003305,2024-07-26,C03266,S031,E-Wallet,Completed
O003306,2025-07-08,C01617,S027,E-Wallet,Cancelled
O003307,2025-12-17,C03545,S031,Credit Card,Completed
O003308,2025-04-28,C04142,S031,Bank Transfer,Completed
O003309,2024-01-11,C01942,S009,Debit Card,Completed
O003310,2025-09-23,C00175,S031,E-Wallet,Completed
O003311,2024-03-24,C01864,S031,Bank Transfer,Completed
O003312,2024-05-11,C02336,S031,Bank Transfer,Completed
O003313,2025-03-10,C03100,S031,E-Wallet,Completed
O003314,2025-01-27,C03853,S026,Cash,Completed
O003315,2025-06-13,C04764,S031,Credit Card,Returned
O003316,2024-12-13,C02119,S031,E-Wallet,Completed
O003317,2024-11-10,C01870,S021,Credit Card,Returned
O003318,2024-04-12,C03249,S002,Debit Card,Completed
O003319,2024-10-03,C00601,S031,Debit Card,Completed
O003320,2024-06-10,C02260,S005,Debit Card,Completed
O003321,2025-04-02,C00690,S019,Credit Card,Completed
O003322,2024-01-15,C00145,S016,E-Wallet,Completed
O003323,2025-04-08,C04365,S031,Credit Card,Completed
O003324,2024-12-11,C00902,S012,Cash,Completed
O003325,2024-11-27,C01520,S017,Credit Card,Completed
O003326,2024-09-12,C00398,S031,E-Wallet,Completed
O003327,2025-08-03,C03305,S010,Bank Transfer,Completed
O003328,2024-09-14,C00584,S031,E-Wallet,Completed
O003329,2024-09-25,C04194,S022,Cash,Completed
O003330,2024-08-18,C00768,S002,Bank Transfer,Completed
O003331,2025-04-28,C04041,S031,E-Wallet,Completed
O003332,2024-11-29,C03273,S031,Credit Card,Completed
O003333,2025-05-30,C03882,S031,Credit Card,Completed
O003334,2025-08-14,C03697,S031,Credit Card,Completed
O003335,2024-03-30,C02660,S031,E-Wallet,Completed
O003336,2025-09-28,C04010,S020,Credit Card,Completed
O003337,2025-09-26,C01192,S011,E-Wallet,Completed
O003338,2025-06-15,C04460,S031,Cash,Completed
O003339,2025-06-14,C00359,S031,Bank Transfer,Completed
O003340,2025-04-18,C04136,S013,Cash,Completed
O003341,2024-07-03,C00089,S031,Debit Card,Completed
O003342,2025-01-19,C01044,S011,Cash,Completed
O003343,2025-08-20,C01235,S016,E-Wallet,Completed
O003344,2025-06-23,C01657,S031,Bank Transfer,Completed
O003345,2025-01-15,C03754,S031,Debit Card,Completed
O003346,2024-04-10,C01489,S031,Bank Transfer,Completed
O003347,2024-01-07,C02894,S031,Cash,Returned
O003348,2025-02-01,C02927,S031,E-Wallet,Completed
O003349,2024-06-19,C02803,S001,E-Wallet,Completed
O003350,2024-12-05,C00240,S031,Credit Card,Completed
O003351,2025-10-11,C03757,S031,Debit Card,Completed
O003352,2025-05-05,C04412,S002,Credit Card,Completed
O003353,2024-10-08,C00374,S031,E-Wallet,Completed
O003354,2024-10-31,C02303,S007,Cash,Completed
O003355,2025-03-31,C01476,S004,E-Wallet,Completed
O003356,2024-11-11,C04300,S003,Debit Card,Completed
O003357,2024-05-22,C03259,S031,Bank Transfer,Completed
O003358,2025-10-22,C02740,S022,E-Wallet,Completed
O003359,2024-02-28,C04422,S021,Cash,Returned
O003360,2024-06-22,C03401,S031,E-Wallet,Completed
O003361,2024-06-26,C03907,S015,E-Wallet,Completed
O003362,2024-09-11,C00321,S001,Cash,Completed
O003363,2025-07-20,C01732,S003,Cash,Cancelled
O003364,2024-04-09,C03715,S018,Credit Card,Completed
O003365,2024-07-11,C03682,S031,E-Wallet,Completed
O003366,2025-06-06,C03418,S031,E-Wallet,Completed
O003367,2024-11-11,C01314,S008,Bank Transfer,Completed
O003368,2024-12-18,C04040,S031,E-Wallet,Completed
O003369,2025-09-24,C02420,S031,E-Wallet,Completed
O003370,2025-10-16,C03827,S026,Debit Card,Completed
O003371,2024-05-05,C02042,S031,Credit Card,Returned
O003372,2024-04-24,C04410,S028,Debit Card,Completed
O003373,2024-08-30,C00034,S016,Cash,Completed
O003374,2025-06-01,C03117,S023,Debit Card,Completed
O003375,2025-01-27,C03315,S014,Credit Card,Completed
O003376,2025-07-01,C02189,S031,Credit Card,Completed
O003377,2024-10-15,C03497,S031,Cash,Completed
O003378,2024-09-30,C00963,S031,Credit Card,Completed
O003379,2024-07-20,C00764,S031,Credit Card,Completed
O003380,2024-02-16,C00232,S031,Bank Transfer,Completed
O003381,2025-03-08,C01028,S031,E-Wallet,Completed
O003382,2024-04-03,C04724,S031,Bank Transfer,Completed
O003383,2024-10-28,C02198,S031,Credit Card,Completed
O003384,2025-09-14,C02253,S031,Debit Card,Completed
O003385,2025-10-30,C03382,S004,Debit Card,Completed
O003386,2025-04-27,C04459,S031,E-Wallet,Completed
O003387,2024-03-26,C04460,S024,E-Wallet,Completed
O003388,2025-08-29,C01525,S031,Bank Transfer,Completed
O003389,2024-07-18,C00912,S031,Credit Card,Completed
O003390,2024-05-28,C02737,S015,Bank Transfer,Completed
O003391,2025-12-27,C01700,S031,Credit Card,Completed
O003392,2025-11-14,C02616,S031,Credit Card,Completed
O003393,2024-05-18,C01921,S009,E-Wallet,Completed
O003394,2024-02-05,C02149,S031,Credit Card,Completed
O003395,2024-02-25,C00425,S009,E-Wallet,Completed
O003396,2024-09-10,C04835,S031,Debit Card,Completed
O003397,2025-11-06,C02289,S031,E-Wallet,Completed
O003398,2024-02-10,C03310,S031,E-Wallet,Completed
O003399,2024-02-21,C04713,S002,Debit Card,Cancelled
O003400,2025-02-25,C00889,S018,Debit Card,Completed
O003401,2025-02-19,C04749,S031,,Completed
O003402,2024-10-20,C03637,S016,Credit Card,Completed
O003403,2024-07-20,C04496,S010,Debit Card,Completed
O003404,2025-08-15,C01792,S024,Credit Card,Cancelled
O003405,2025-03-29,C04567,S031,Credit Card,Completed
O003406,2024-08-20,C00708,S012,Debit Card,Completed
O003407,2025-09-26,C03969,S030,Debit Card,Completed
O003408,2025-08-09,C03533,S031,Credit Card,Completed
O003409,2024-08-17,C01300,S031,Credit Card,Completed
O003410,2025-07-02,C03475,S031,Credit Card,Completed
O003411,2024-07-01,C01891,S027,Cash,Completed
O003412,2025-11-11,C02984,S031,Credit Card,Completed
O003413,2025-06-04,C03176,S031,Debit Card,Completed
O003414,2025-04-04,C03621,S031,Credit Card,Completed
O003415,2025-06-26,C03445,S031,Credit Card,Completed
O003416,2024-09-29,C00715,S031,Debit Card,Completed
O003417,2025-12-13,C02692,S024,Debit Card,Completed
O003418,2024-10-28,C01511,S008,Cash,Completed
O003419,2024-03-09,C01942,S027,Credit Card,Completed
O003420,2024-11-14,C02767,S031,E-Wallet,Completed
O003421,2024-10-07,C00776,S011,E-Wallet,Completed
O003422,2025-04-14,C03986,S012,Debit Card,Completed
O003423,2024-08-06,C02454,S031,E-Wallet,Completed
O003424,2024-02-27,C03993,S031,Credit Card,Completed
O003425,2025-07-04,C01682,S031,Credit Card,Completed
O003426,2024-07-13,C03445,S010,Credit Card,Completed
O003427,2024-06-18,C00987,S025,E-Wallet,Completed
O003428,2024-12-09,C03498,S031,Credit Card,Completed
O003429,2024-08-31,C04962,S031,Debit Card,Completed
O003430,2025-09-09,C03431,S031,Bank Transfer,Completed
O003431,2024-01-16,C01672,S031,E-Wallet,Completed
O003432,2024-08-07,C04769,S011,Debit Card,Cancelled
O003433,2024-02-15,C03902,S015,Debit Card,Completed
O003434,2024-03-11,C02713,S020,Credit Card,Completed
O003435,2025-11-06,C03393,S031,Debit Card,Completed
O003436,2025-11-30,C03516,S008,Debit Card,Cancelled
O003437,2024-11-26,C02594,S009,Credit Card,Completed
O003438,2025-07-10,C01682,S016,Debit Card,Completed
O003439,2025-03-19,C00819,S031,Bank Transfer,Completed
O003440,2024-08-31,C02612,S031,Bank Transfer,Completed
O003441,2024-07-30,C00311,S007,E-Wallet,Completed
O003442,2024-02-09,C04531,S031,Debit Card,Completed
O003443,2025-06-19,C02451,S031,Credit Card,Completed
O003444,2024-08-11,C01299,S031,E-Wallet,Completed
O003445,2024-09-23,C02119,S031,Cash,Completed
O003446,2024-04-15,C00871,S002,Credit Card,Completed
O003447,2024-09-03,C01997,S010,E-Wallet,Completed
O003448,2025-09-08,C04090,S001,E-Wallet,Completed
O003449,2025-06-13,C04146,S014,Debit Card,Returned
O003450,2025-08-10,C03178,S031,E-Wallet,Completed
O003451,2025-10-30,C02225,S031,E-Wallet,Completed
O003452,2025-03-11,C04973,S031,E-Wallet,Completed
O003453,2025-09-15,C00482,S030,E-Wallet,Completed
O003454,2024-07-11,C00914,S031,E-Wallet,Completed
O003455,2025-11-12,C03713,S025,Debit Card,Completed
O003456,2025-09-21,C00154,S031,Bank Transfer,Completed
O003457,2024-10-26,C03699,S018,Cash,Returned
O003458,2024-11-14,C02206,S031,Credit Card,Completed
O003459,2024-10-16,C01613,S031,Bank Transfer,Completed
O003460,2025-07-26,C01359,S031,E-Wallet,Completed
O003461,2024-08-26,C00536,S031,E-Wallet,Completed
O003462,2024-11-29,C00984,S011,Credit Card,Completed
O003463,2025-08-03,C03092,S006,Cash,Completed
O003464,2024-04-11,C03300,S004,E-Wallet,Completed
O003465,2024-07-26,C02304,S001,Debit Card,Completed
O003466,2024-01-10,C00212,S031,Bank Transfer,Completed
O003467,2024-01-12,C02893,S031,Bank Transfer,Completed
O003468,2024-12-28,C01351,S031,E-Wallet,Completed
O003469,2024-04-01,C04259,S002,Credit Card,Completed
O003470,2025-02-12,C04854,S031,E-Wallet,Completed
O003471,2025-10-25,C02914,S031,Debit Card,Completed
O003472,2025-12-18,C01969,S031,Credit Card,Completed
O003473,2024-07-22,C02140,S020,Debit Card,Completed
O003474,2024-12-06,C00376,S008,Cash,Returned
O003475,2025-12-06,C02875,S021,Cash,Completed
O003476,2025-03-21,C02447,S026,Bank Transfer,Completed
O003477,2024-12-05,C03993,S031,Bank Transfer,Returned
O003478,2025-08-03,C01995,S031,E-Wallet,Completed
O003479,2024-01-01,C04411,S031,Bank Transfer,Completed
O003480,2024-05-01,C04552,S031,E-Wallet,Completed
O003481,2024-07-19,C01571,S005,E-Wallet,Completed
O003482,2024-08-17,C00320,S031,Credit Card,Completed
O003483,2025-08-28,C02472,S031,E-Wallet,Completed
O003484,2024-11-07,C02378,S011,E-Wallet,Completed
O003485,2025-12-24,C02169,S014,Debit Card,Completed
O003486,2024-12-30,C01230,S013,Debit Card,Completed
O003487,2025-04-24,C02198,S031,E-Wallet,Completed
O003488,2024-07-03,C00451,S021,Debit Card,Completed
O003489,2025-07-01,C04261,S031,Bank Transfer,Completed
O003490,2024-10-22,C04214,S031,E-Wallet,Completed
O003491,2025-10-10,C02423,S007,Credit Card,Completed
O003492,2024-03-17,C00375,S031,E-Wallet,Completed
O003493,2025-12-10,C02649,S031,Credit Card,Completed
O003494,2025-01-24,C00766,S031,Credit Card,Completed
O003495,2025-09-22,C03435,S012,Debit Card,Completed
O003496,2025-09-12,C00092,S016,Debit Card,Completed
O003497,2025-11-07,C03777,S031,Bank Transfer,Completed
O003498,2025-09-10,C03622,S031,Credit Card,Completed
O003499,2024-02-17,C01063,S031,Debit Card,Completed
O003500,2025-01-01,C00270,S031,E-Wallet,Completed
O003501,2025-06-12,C03848,S031,E-Wallet,Completed
O003502,2024-07-30,C04010,S027,Debit Card,Cancelled
O003503,2025-05-26,C03304,S031,E-Wallet,Returned
O003504,2024-05-31,C00530,S031,E-Wallet,Completed
O003505,2024-07-22,C04529,S023,Debit Card,Completed
O003506,2025-05-09,C01553,S031,E-Wallet,Completed
O003507,2024-03-20,C00086,S031,Debit Card,Completed
O003508,2024-11-18,C00926,S015,Debit Card,Completed
O003509,2025-09-13,C02114,S031,Bank Transfer,Completed
O003510,2024-09-14,C03377,S008,E-Wallet,Returned
O003511,2025-06-05,C01765,S013,E-Wallet,Completed
O003512,2025-02-28,C04901,S025,Cash,Completed
O003513,2025-02-20,C02163,S022,Debit Card,Completed
O003514,2025-11-17,C02874,S031,Credit Card,Completed
O003515,2025-05-25,C03621,S031,Bank Transfer,Completed
O003516,2025-04-23,C00059,S031,Credit Card,Completed
O003517,2025-06-29,C01192,S031,Credit Card,Completed
O003518,2025-10-26,C03768,S006,Cash,Completed
O003519,2025-10-08,C01725,S003,Debit Card,Cancelled
O003520,2024-07-19,C00385,S031,Debit Card,Completed
O003521,2024-03-09,C03884,S016,E-Wallet,Completed
O003522,2025-03-19,C02100,S031,,Completed
O003523,2025-10-08,C02384,S007,Credit Card,Completed
O003524,2024-03-10,C00735,S031,E-Wallet,Completed
O003525,2025-01-02,C01968,S018,E-Wallet,Completed
O003526,2025-05-25,C00985,S031,E-Wallet,Completed
O003527,2025-05-03,C00637,S015,Cash,Completed
O003528,2024-10-04,C04037,S031,Credit Card,Completed
O003529,2024-06-04,C01829,S031,Credit Card,Returned
O003530,2024-09-28,C04338,S021,Debit Card,Completed
O003531,2025-10-01,C01478,S031,Debit Card,Completed
O003532,2025-07-25,C00095,S029,E-Wallet,Completed
O003533,2025-08-05,C03916,S031,E-Wallet,Completed
O003534,2024-02-03,C03296,S031,E-Wallet,Completed
O003535,2025-06-09,C03222,S031,Debit Card,Completed
O003536,2024-09-03,C01498,S014,Debit Card,Completed
O003537,2025-01-26,C03190,S002,Cash,Completed
O003538,2025-05-24,C03489,S009,Debit Card,Completed
O003539,2025-11-03,C03529,S014,Cash,Completed
O003540,2024-09-17,C00611,S009,Cash,Completed
O003541,2025-10-04,C00597,S031,Credit Card,Completed
O003542,2025-04-10,C01445,S027,E-Wallet,Completed
O003543,2024-02-12,C04350,S016,Credit Card,Completed
O003544,2024-05-17,C02894,S031,Bank Transfer,Completed
O003545,2025-07-28,C00302,S031,Bank Transfer,Cancelled
O003546,2025-02-08,C00289,S024,E-Wallet,Completed
O003547,2025-11-08,C03106,S005,Debit Card,Completed
O003548,2024-01-06,C02004,S031,E-Wallet,Completed
O003549,2024-02-11,C01960,S031,Bank Transfer,Completed
O003550,2024-07-25,C02778,S020,Debit Card,Completed
O003551,2025-06-30,C01858,S004,Credit Card,Completed
O003552,2025-09-08,C00468,S031,Credit Card,Completed
O003553,2025-11-03,C01820,S031,E-Wallet,Completed
O003554,2025-10-15,C00814,S031,Credit Card,Completed
O003555,2024-01-08,C00047,S003,Credit Card,Completed
O003556,2024-07-02,C04865,S031,Debit Card,Completed
O003557,2025-03-09,C01376,S031,Bank Transfer,Completed
O003558,2024-01-18,C03809,S016,Debit Card,Completed
