order_detail_id,order_id,product_id,quantity,unit_price,discount_pct,sales_amount,unit_cost,cost_amount,profit_amount
OD0020287,O011162,P0216,1,138252.58,0.127,120697.12,82727.87,82727.87,37969.25
OD0020288,O011163,P0009,1,13887346.57,0.1595,11672902.97,11391061.22,11391061.22,281841.75
OD0020289,O011163,P0188,3,203558.73,0.1259,533815.81,142390.71,427172.13,106643.68
OD0020290,O011164,P0257,3,261701.67,0.1779,645469.4,167946.89,503840.67,141628.73
OD0020291,O011165,P0273,1,34313.78,0.1252,30018.54,21825.21,21825.21,8193.33
OD0020292,O011165,P0002,1,1065155.43,0.1569,897999.84,912026.12,912026.12,-14026.28
OD0020293,O011166,P0172,1,275069.18,0.1728,227527.76,170768.44,170768.44,56759.32
OD0020294,O011166,P0184,4,1534820.96,0.089,5592786.78,1084880.46,4339521.84,1253264.94
OD0020295,O011166,P0106,1,11654391.15,0.1628,9757131.93,7939147.12,7939147.12,1817984.81
OD0020296,O011167,P0220,1,1390600.46,0.1069,1241881.81,857391.75,857391.75,384490.06
OD0020297,O011167,P0153,1,543176.63,0.0338,524835.16,318679.04,318679.04,206156.12
OD0020298,O011168,P0027,1,3996509.29,0.0911,3632512.64,3683158.64,3683158.64,-50646.0
OD0020299,O011168,P0300,1,1849906.34,0.0587,1741319.59,1273833.82,1273833.82,467485.77
OD0020300,O011169,P0051,8,539858.78,0.1174,3811624.52,450326.67,3602613.36,209011.16
OD0020301,O011170,P0192,1,35209.66,0.0648,32926.53,21401.98,21401.98,11524.55
OD0020302,O011171,P0227,3,533466.07,0.1413,1374271.05,357389.01,1072167.03,302104.02
OD0020303,O011172,P0022,3,6478076.35,0.12,17101683.01,5494045.91,16482137.73,619545.28
OD0020304,O011172,P0109,1,1267276.37,0.1127,1124489.6,917178.7,917178.7,207310.9
OD0020305,O011172,P0214,1,344734.11,0.0945,312154.59,196404.86,196404.86,115749.73
OD0020306,O011172,P0233,1,1534496.19,0.147,1308916.73,1117903.66,1117903.66,191013.07
OD0020307,O011173,P0072,2,216050.04,0.117,381547.34,163208.98,326417.96,55129.38
OD0020308,O011173,P0161,4,1987330.38,0.1512,6747744.34,1349686.11,5398744.44,1348999.9
OD0020309,O011173,P0100,10,13707226.41,0.0863,125245678.79,10691084.29,106910842.9,18334835.89
OD0020310,O011173,P0180,4,548553.96,0.1623,1838146.83,298964.45,1195857.8,642289.03
OD0020311,O011174,P0114,3,1929936.08,0.1276,5051089.54,1336065.85,4008197.55,1042891.99
OD0020312,O011174,P0050,1,9172764.17,0.2049,7292922.14,7821205.87,7821205.87,-528283.73
OD0020313,O011175,P0181,2,543546.62,0.089,990360.87,380284.93,760569.86,229791.01
OD0020314,O011176,P0294,1,877503.85,0.1672,730759.26,660911.45,660911.45,69847.81
OD0020315,O011176,P0110,1,1045993.54,0.1004,941015.58,693707.8,693707.8,247307.78
OD0020316,O011176,P0130,1,1078834.44,0.1167,952882.08,566542.33,566542.33,386339.75
OD0020317,O011177,P0281,1,30900.78,0.094,27994.78,20546.58,20546.58,7448.2
OD0020318,O011177,P0096,1,329943.43,0.1177,291099.88,237452.54,237452.54,53647.34
OD0020319,O011178,P0064,1,1653184.99,0.0421,1583617.44,1438121.57,1438121.57,145495.87
OD0020320,O011179,P0296,1,1286438.17,0.0372,1238593.27,828728.93,828728.93,409864.34
OD0020321,O011180,P0154,2,136380.68,0.1053,244028.49,90912.7,181825.4,62203.09
OD0020322,O011180,P0299,1,14484.81,0.0429,13864.13,11285.75,11285.75,2578.38
OD0020323,O011180,P0193,4,690749.33,0.1703,2292433.08,479320.12,1917280.48,375152.6
OD0020324,O011181,P0068,2,3971186.12,0.1591,6679110.94,3294536.89,6589073.78,90037.16
OD0020325,O011181,P0300,1,1796905.2,0.0673,1676062.64,1273833.82,1273833.82,402228.82
OD0020326,O011182,P0294,3,913145.36,0.2019,2186402.99,660911.45,1982734.35,203668.64
OD0020327,O011183,P0053,1,536697.19,0.0589,505094.98,470537.19,470537.19,34557.79
OD0020328,O011184,P0067,1,8495993.0,0.40354653943301466,5067464.43,6997432.24,6997432.24,-1929967.81
OD0020329,O011184,P0070,1,4894259.58,0.0507,4645876.81,4240330.32,4240330.32,405546.49
OD0020330,O011184,P0121,1,463956.61,0.0301,449986.39,294490.03,294490.03,155496.36
OD0020331,O011185,P0033,1,2695038.87,0.2048,2143195.49,2343153.05,2343153.05,-199957.56
OD0020332,O011186,P0163,2,558746.57,0.0638,1046198.23,303317.6,606635.2,439563.03
OD0020333,O011187,P0128,1,593233.4,0.0659,554112.64,395038.28,395038.28,159074.36
OD0020334,O011188,P0300,1,1832814.48,0.0763,1692880.23,1273833.82,1273833.82,419046.41
OD0020335,O011188,P0190,1,723107.98,0.1018,649476.18,511918.33,511918.33,137557.85
OD0020336,O011189,P0180,1,567856.88,0.1149,502616.32,298964.45,298964.45,203651.87
OD0020337,O011189,P0281,1,30776.07,0.0901,28004.52,20546.58,20546.58,7457.94
OD0020338,O011189,P0203,1,860835.61,0.1168,760328.69,540731.73,540731.73,219596.96
OD0020339,O011190,P0032,1,6538765.8,0.1272,5706959.86,5492084.49,5492084.49,214875.37
OD0020340,O011191,P0137,1,917308.95,0.0,917308.95,473696.13,473696.13,443612.82
OD0020341,O011192,P0040,1,893838.4,0.0223,873927.43,709833.61,709833.61,164093.82
OD0020342,O011193,P0023,1,889550.45,0.1732,735456.91,761116.39,761116.39,-25659.48
OD0020343,O011193,P0267,2,26858.87,0.0877,49006.51,18015.57,36031.14,12975.37
OD0020344,O011193,P0028,1,804662.91,0.1142,712761.3,699810.26,699810.26,12951.04
OD0020345,O011193,P0046,2,1045850.89,0.1614,1754068.78,928136.74,1856273.48,-102204.7
OD0020346,O011194,P0071,1,7406634.63,0.0535,7010663.23,5621303.73,5621303.73,1389359.5
OD0020347,O011194,P0279,2,1504393.66,0.1922,2430544.53,1148396.04,2296792.08,133752.45
OD0020348,O011195,P0203,8,856502.88,0.1244,5999645.43,540731.73,4325853.84,1673791.59
OD0020349,O011195,P0106,2,11934230.72,0.1611,20024263.63,7939147.12,15878294.24,4145969.39
OD0020350,O011195,P0139,3,139091.73,0.145,356773.74,94821.26,284463.78,72309.96
OD0020351,O011195,P0085,4,3755542.47,0.1053,13440752.54,2868577.45,11474309.8,1966442.74
OD0020352,O011196,P0071,1,7285689.16,0.1506,6188609.24,5621303.73,5621303.73,567305.51
OD0020353,O011197,P0184,2,1491624.64,0.0984,2689785.21,1084880.46,2169760.92,520024.29
OD0020354,O011197,P0032,1,6604256.71,0.0864,6033738.32,5492084.49,5492084.49,541653.83
OD0020355,O011198,P0014,1,1303118.24,0.1111,1158398.61,1089176.16,1089176.16,69222.45
OD0020356,O011198,P0011,2,9142313.03,0.0696,17012101.31,8073668.5,16147337.0,864764.31
OD0020357,O011199,P0158,2,2859919.61,0.1686,4755403.24,1745055.05,3490110.1,1265293.14
OD0020358,O011199,P0272,2,317519.67,0.1567,535507.12,252111.53,504223.06,31284.06
OD0020359,O011200,P0284,2,961177.38,0.0557,1815306.02,647952.02,1295904.04,519401.98
OD0020360,O011200,P0020,2,842731.49,0.0756,1558007.78,742477.2,1484954.4,73053.38
OD0020361,O011201,P0036,1,8723089.86,0.0981,7867262.89,7455480.0,7455480.0,411782.89
OD0020362,O011202,P0106,4,11635053.68,0.1507,39526422.92,7939147.12,31756588.48,7769834.44
OD0020363,O011202,P0096,2,338927.25,0.1042,607255.44,237452.54,474905.08,132350.36
OD0020364,O011203,P0014,2,1260006.35,0.1358,2177740.88,1089176.16,2178352.32,-611.44
OD0020365,O011203,P0114,3,1861439.39,0.1665,4654369.64,1336065.85,4008197.55,646172.09
OD0020366,O011203,P0033,1,2706301.63,0.2047,2152419.45,2343153.05,2343153.05,-190733.6
OD0020367,O011204,P0168,2,253614.08,0.0364,488781.44,149483.46,298966.92,189814.52
OD0020368,O011204,P0053,2,515079.15,0.0639,964330.25,470537.19,941074.38,23255.87
OD0020369,O011204,P0122,1,2047446.87,0.0698,1904559.89,1032437.93,1032437.93,872121.96
OD0020370,O011204,P0065,2,2281100.01,0.0886,4158165.29,1854699.47,3709398.94,448766.35
OD0020371,O011204,P0002,1,1049201.84,0.0961,948371.68,912026.12,912026.12,36345.56
OD0020372,O011205,P0236,3,191960.2,0.0431,551050.67,129693.47,389080.41,161970.26
OD0020373,O011206,P0091,4,7171900.66,0.1627,24020649.22,4861111.71,19444446.84,4576202.38
OD0020374,O011207,P0252,5,142536.17,0.0605,669559.38,89021.94,445109.7,224449.68
OD0020375,O011208,P0197,4,142829.16,0.1757,470940.73,98786.53,395146.12,75794.61
OD0020376,O011209,P0260,3,590906.46,0.2233,1376886.26,431143.02,1293429.06,83457.2
OD0020377,O011209,P0252,3,137389.69,0.2067,326985.36,89021.94,267065.82,59919.54
OD0020378,O011209,P0247,4,590977.13,0.1041,2117743.53,406466.01,1625864.04,491879.49
OD0020379,O011209,P0044,4,10883385.75,0.166,36305407.38,9619558.06,38478232.24,-2172824.86
OD0020380,O011210,P0004,2,816349.03,0.196,1312762.14,686327.13,1372654.26,-59892.12
OD0020381,O011211,P0264,2,1012215.61,0.1336,1754043.64,797742.73,1595485.46,158558.18
OD0020382,O011211,P0076,1,220002.92,0.039,211431.09,177627.84,177627.84,33803.25
OD0020383,O011212,P0131,1,296483.48,0.0547,280251.54,176014.91,176014.91,104236.63
OD0020384,O011213,P0091,2,6972749.26,0.0653,13034660.45,4861111.71,9722223.42,3312437.03
OD0020385,O011214,P0197,1,145994.86,0.1063,130468.9,98786.53,98786.53,31682.37
OD0020386,O011214,P0025,1,7506377.73,0.0974,6775428.36,6520851.77,6520851.77,254576.59
OD0020387,O011214,P0020,1,838700.17,0.1899,679443.2,742477.2,742477.2,-63034.0
OD0020388,O011215,P0245,1,1190222.01,0.1896,964567.55,912096.99,912096.99,52470.56
OD0020389,O011215,P0009,1,13742465.57,0.1319,11930025.65,11391061.22,11391061.22,538964.43
OD0020390,O011215,P0081,1,1660293.34,0.2034,1322622.82,1143260.05,1143260.05,179362.77
OD0020391,O011216,P0002,1,1053083.27,0.0577,992332.16,912026.12,912026.12,80306.04
OD0020392,O011217,P0191,2,125839.71,0.0828,230847.75,85349.57,170699.14,60148.61
OD0020393,O011218,P0249,1,1350839.09,0.065,1263062.62,843827.59,843827.59,419235.03
OD0020394,O011218,P0187,1,222343.28,0.1607,186607.16,133695.36,133695.36,52911.8
OD0020395,O011219,P0004,1,784930.26,0.1422,673296.99,686327.13,686327.13,-13030.14
OD0020396,O011220,P0107,1,3489884.68,0.166,2910604.15,2296983.22,2296983.22,613620.93
OD0020397,O011220,P0178,2,638622.58,0.1133,1132546.83,344847.75,689695.5,442851.33
OD0020398,O011221,P0132,1,2073192.5,0.0751,1917506.86,1414543.1,1414543.1,502963.76
OD0020399,O011222,P0180,1,565509.17,0.1741,467065.28,298964.45,298964.45,168100.83
OD0020400,O011222,P0173,3,1898495.98,0.2034,4536910.07,1150186.66,3450559.98,1086350.09
OD0020401,O011223,P0122,2,1992969.77,0.0484,3792825.52,1032437.93,2064875.86,1727949.66
OD0020402,O011223,P0179,1,1845355.1,0.0978,1664970.76,1005800.44,1005800.44,659170.32
OD0020403,O011223,P0107,1,3442884.41,0.1143,3049394.16,2296983.22,2296983.22,752410.94
OD0020404,O011223,P0084,3,1949919.74,0.1074,5221704.41,1488769.41,4466308.23,755396.18
OD0020405,O011223,P0140,1,219193.59,0.1133,194352.71,148969.08,148969.08,45383.63
OD0020406,O011224,P0221,1,250155.69,0.0869,228427.41,150237.21,150237.21,78190.2
OD0020407,O011225,P0076,1,229945.48,0.0838,210683.29,177627.84,177627.84,33055.45
OD0020408,O011226,P0263,3,1212624.93,0.0281,3535549.27,952546.61,2857639.83,677909.44
OD0020409,O011226,P0291,2,198261.15,0.0662,370269.6,157166.96,314333.92,55935.68
OD0020410,O011227,P0007,1,11835336.36,0.1648,9884880.68,9793527.78,9793527.78,91352.9
OD0020411,O011228,P0066,6,1636543.31,0.2722,7146575.63,1446544.62,8679267.72,-1532692.09
OD0020412,O011229,P0075,1,1067305.26,0.0625,1000613.3,790158.9,790158.9,210454.4
OD0020413,O011229,P0051,1,526694.65,0.1248,460979.41,450326.67,450326.67,10652.74
OD0020414,O011230,P0008,2,2271467.03,0.1429,3893749.62,2030360.78,4060721.56,-166971.94
OD0020415,O011230,P0145,2,1716250.52,0.0762,3171104.09,1054418.05,2108836.1,1062267.99
OD0020416,O011230,P0271,1,1895388.29,0.1638,1584970.65,1480721.74,1480721.74,104248.91
OD0020417,O011230,P0033,2,2656605.25,0.1863,4323401.87,2343153.05,4686306.1,-362904.23
OD0020418,O011231,P0225,3,101165.55,0.1708,251660.25,71304.84,213914.52,37745.73
OD0020419,O011232,P0013,1,650148.94,0.1259,568283.98,586215.0,586215.0,-17931.02
OD0020420,O011233,P0291,1,202037.88,0.0616,189589.42,157166.96,157166.96,32422.46
OD0020421,O011233,P0044,1,10575102.51,0.0505,10041558.49,9619558.06,9619558.06,422000.43
OD0020422,O011234,P0238,1,1133922.69,0.1029,1017212.96,835980.49,835980.49,181232.47
OD0020423,O011235,P0030,1,653777.04,0.0259,636831.12,575129.53,575129.53,61701.59
OD0020424,O011236,P0058,5,14007072.67,0.1629,58628994.88,11809811.26,59049056.3,-420061.42
OD0020425,O011236,P0282,2,822892.46,0.0954,1488856.52,588495.41,1176990.82,311865.7
OD0020426,O011237,P0044,1,11058218.48,0.0936,10023507.15,9619558.06,9619558.06,403949.09
OD0020427,O011237,P0282,1,804984.87,0.1104,716115.56,588495.41,588495.41,127620.15
OD0020428,O011237,P0041,1,584370.61,0.0912,531089.65,536756.83,536756.83,-5667.18
OD0020429,O011237,P0101,1,13682847.32,0.1469,11673420.37,10440335.52,10440335.52,1233084.85
OD0020430,O011238,P0044,2,10479284.73,0.137,18087167.52,9619558.06,19239116.12,-1151948.6
OD0020431,O011238,P0131,1,286584.04,0.0608,269158.09,176014.91,176014.91,93143.18
OD0020432,O011238,P0038,1,757995.74,0.1369,654233.02,648961.45,648961.45,5271.57
OD0020433,O011239,P0191,6,122937.73,0.1822,603243.81,85349.57,512097.42,91146.39
OD0020434,O011239,P0137,8,945582.66,0.184,6172613.44,473696.13,3789569.04,2383044.4
OD0020435,O011239,P0212,3,29926.72,0.1041,80437.74,19797.96,59393.88,21043.86
OD0020436,O011240,P0238,1,1110634.08,0.0843,1017032.01,835980.49,835980.49,181051.52
OD0020437,O011240,P0086,3,163793.27,0.0781,452987.49,109468.54,328405.62,124581.87
OD0020438,O011241,P0121,6,483266.85,0.1298,2523363.71,294490.03,1766940.18,756423.53
OD0020439,O011242,P0109,2,1223129.54,0.104,2191788.21,917178.7,1834357.4,357430.81
OD0020440,O011243,P0127,1,2496464.59,0.0739,2311867.41,1320170.83,1320170.83,991696.58
OD0020441,O011243,P0083,1,118108.09,0.1086,105286.2,90582.08,90582.08,14704.12
OD0020442,O011244,P0233,1,1561589.79,0.0576,1471614.85,1117903.66,1117903.66,353711.19
OD0020443,O011244,P0010,1,1014124.34,0.0777,935279.64,837339.32,837339.32,97940.32
OD0020444,O011244,P0236,3,189979.2,0.105,510104.8,129693.47,389080.41,121024.39
OD0020445,O011244,P0111,2,290462.66,0.0586,546868.82,199535.97,399071.94,147796.88
OD0020446,O011245,P0254,2,2960770.3,0.1496,5035667.48,1997287.4,3994574.8,1041092.68
OD0020447,O011246,P0158,2,2823635.76,0.1454,4826211.74,1745055.05,3490110.1,1336101.64
OD0020448,O011246,P0052,2,5406683.21,0.1881,8779299.89,4759744.91,9519489.82,-740189.93
OD0020449,O011246,P0275,3,304029.35,0.1234,799530.98,237023.91,711071.73,88459.25
OD0020450,O011247,P0055,1,1174475.16,0.0709,1091244.87,1064689.23,1064689.23,26555.64
OD0020451,O011248,P0108,1,4028248.0,0.0431,3854489.02,2969966.9,2969966.9,884522.12
OD0020452,O011249,P0117,1,13204814.76,0.1891,10707506.21,9843143.02,9843143.02,864363.19
OD0020453,O011249,P0118,2,166261.67,0.1597,279425.31,111716.01,223432.02,55993.29
OD0020454,O011250,P0243,1,172781.89,0.045,165011.03,123853.16,123853.16,41157.87
OD0020455,O011251,P0217,4,33911.01,0.0787,124970.68,23910.13,95640.52,29330.16
OD0020456,O011251,P0092,4,132583.15,0.1234,464889.84,93615.03,374460.12,90429.72
OD0020457,O011252,P0273,1,34272.27,0.0551,32383.06,21825.21,21825.21,10557.85
OD0020458,O011253,P0178,6,638911.09,0.154,3243141.59,344847.75,2069086.5,1174055.09
OD0020459,O011253,P0084,3,1945210.41,0.2049,4640163.48,1488769.41,4466308.23,173855.25
OD0020460,O011253,P0153,2,548954.25,0.2137,863285.46,318679.04,637358.08,225927.38
OD0020461,O011253,P0142,4,592355.76,0.1288,2064328.67,349959.28,1399837.12,664491.55
OD0020462,O011254,P0055,2,1220561.5,0.0803,2245193.48,1064689.23,2129378.46,115815.02
OD0020463,O011254,P0267,1,27097.97,0.0722,25141.18,18015.57,18015.57,7125.61
OD0020464,O011255,P0227,1,523461.09,0.0766,483356.2,357389.01,357389.01,125967.19
OD0020465,O011255,P0117,1,13460776.9,0.0208,13181322.88,9843143.02,9843143.02,3338179.86
OD0020466,O011255,P0067,1,8332062.21,0.091,7574009.83,6997432.24,6997432.24,576577.59
OD0020467,O011256,P0209,3,1740739.22,0.2187,4080025.4,1040334.51,3121003.53,959021.87
OD0020468,O011257,P0099,3,1412156.16,0.2123,3337267.59,1068586.18,3205758.54,131509.05
OD0020469,O011257,P0105,1,2451818.68,0.101,2204157.38,2019502.75,2019502.75,184654.63
OD0020470,O011257,P0197,4,146434.91,0.144,501393.55,98786.53,395146.12,106247.43
OD0020471,O011257,P0089,1,734688.27,0.153,622255.3,543656.95,543656.95,78598.35
OD0020472,O011257,P0013,3,653045.0,0.1296,1705269.54,586215.0,1758645.0,-53375.46
OD0020473,O011258,P0216,1,135302.99,0.0442,129315.83,82727.87,82727.87,46587.96
OD0020474,O011258,P0133,1,837430.84,0.0458,799052.72,528427.11,528427.11,270625.61
OD0020475,O011258,P0006,1,10202153.18,0.1282,8894275.28,8118987.55,8118987.55,775287.73
OD0020476,O011259,P0034,2,5731118.51,0.1788,9413024.31,4726764.33,9453528.66,-40504.35
OD0020477,O011259,P0019,1,1909256.19,0.1043,1710104.81,1752706.76,1752706.76,-42601.95
OD0020478,O011259,P0077,1,294827.63,0.1772,242572.69,203600.42,203600.42,38972.27
OD0020479,O011259,P0039,1,2095651.5,0.2314,1610768.38,1744454.31,1744454.31,-133685.93
OD0020480,O011260,P0068,1,3741935.18,0.067,3491373.31,3294536.89,3294536.89,196836.42
OD0020481,O011260,P0293,1,2029824.02,0.1609,1703314.91,1476010.05,1476010.05,227304.86
OD0020482,O011261,P0031,2,1425146.58,0.1747,2352263.44,1142098.23,2284196.46,68066.98
OD0020483,O011261,P0009,2,14461728.6,0.1035,25929332.74,11391061.22,22782122.44,3147210.3
OD0020484,O011261,P0265,5,1610633.7,0.115,7126674.58,1139441.65,5697208.25,1429466.33
OD0020485,O011261,P0240,1,860115.87,0.0999,774207.23,606382.79,606382.79,167824.44
OD0020486,O011262,P0117,1,13456889.22,0.1135,11929823.17,9843143.02,9843143.02,2086680.15
OD0020487,O011263,P0176,1,2735567.06,0.1052,2447688.67,1899669.96,1899669.96,548018.71
OD0020488,O011263,P0040,1,862943.85,0.1226,757157.8,709833.61,709833.61,47324.19
OD0020489,O011264,P0092,2,131565.62,0.0991,237067.33,93615.03,187230.06,49837.27
OD0020490,O011265,P0084,4,1917750.83,0.123,6727179.99,1488769.41,5955077.64,772102.35
OD0020491,O011265,P0068,4,3964580.91,0.2023,12650663.77,3294536.89,13178147.56,-527483.79
OD0020492,O011265,P0093,6,1092273.88,0.195,5275696.38,835696.66,5014179.96,261516.42
OD0020493,O011266,P0188,1,197731.97,0.1931,159554.65,142390.71,142390.71,17163.94
OD0020494,O011266,P0002,5,1057615.61,0.1823,4323815.03,912026.12,4560130.6,-236315.57
OD0020495,O011267,P0222,1,146607.17,0.042,140455.22,97179.55,97179.55,43275.67
OD0020496,O011268,P0183,3,1862049.84,0.0795,5142048.72,1263252.51,3789757.53,1352291.19
OD0020497,O011268,P0035,1,1136598.0,0.1248,994772.77,923229.22,923229.22,71543.55
OD0020498,O011269,P0237,1,1953181.79,0.043,1869134.35,1353988.21,1353988.21,515146.14
OD0020499,O011269,P0283,1,84131.98,0.0969,75980.45,62086.9,62086.9,13893.55
OD0020500,O011270,P0173,2,1853619.97,0.1122,3291123.68,1150186.66,2300373.32,990750.36
OD0020501,O011271,P0188,1,201271.34,0.1787,165302.82,142390.71,142390.71,22912.11
OD0020502,O011271,P0140,2,215619.29,0.1221,378601.92,148969.08,297938.16,80663.76
OD0020503,O011272,P0103,2,3107297.16,0.192,5021330.7,2170353.14,4340706.28,680624.42
OD0020504,O011272,P0051,1,544105.44,0.1061,486386.15,450326.67,450326.67,36059.48
OD0020505,O011273,P0263,2,1206729.32,0.0786,2223781.72,952546.61,1905093.22,318688.5
OD0020506,O011274,P0023,1,905764.26,0.1111,805109.23,761116.39,761116.39,43992.84
OD0020507,O011275,P0112,3,778058.23,0.0287,2267211.82,537681.47,1613044.41,654167.41
OD0020508,O011275,P0098,1,14737920.42,0.0717,13681943.3,11905091.96,11905091.96,1776851.34
OD0020509,O011275,P0130,3,1138820.54,0.0842,3128803.72,566542.33,1699626.99,1429176.73
OD0020510,O011276,P0077,1,289082.1,0.1602,242766.48,203600.42,203600.42,39166.06
OD0020511,O011277,P0061,2,4287873.79,0.1939,6913123.41,3733959.57,7467919.14,-554795.73
OD0020512,O011277,P0145,1,1639457.0,0.1405,1409037.67,1054418.05,1054418.05,354619.62
OD0020513,O011277,P0002,1,1085591.08,0.1069,969535.32,912026.12,912026.12,57509.2
OD0020514,O011278,P0188,2,209594.91,0.0543,396417.3,142390.71,284781.42,111635.88
OD0020515,O011278,P0265,1,1526903.54,0.0556,1442068.8,1139441.65,1139441.65,302627.15
OD0020516,O011279,P0258,2,1477545.16,0.0839,2707069.43,1031237.5,2062475.0,644594.43
OD0020517,O011280,P0118,8,162411.09,0.2322,997637.16,111716.01,893728.08,103909.08
OD0020518,O011281,P0037,4,14298203.79,0.217,44781922.71,11706271.19,46825084.76,-2043162.05
OD0020519,O011282,P0274,1,30116.49,0.0418,28857.9,21207.96,21207.96,7649.94
OD0020520,O011282,P0064,2,1683883.12,0.1444,2881550.12,1438121.57,2876243.14,5306.98
OD0020521,O011283,P0124,5,129121.22,0.1807,528944.78,83380.9,416904.5,112040.28
OD0020522,O011284,P0028,2,841072.02,0.0785,1550080.68,699810.26,1399620.52,150460.16
OD0020523,O011284,P0246,2,77982.81,0.1091,138945.9,47083.56,94167.12,44778.78
OD0020524,O011284,P0003,1,3027681.2,0.1131,2685249.74,2717012.25,2717012.25,-31762.51
OD0020525,O011285,P0168,1,253337.81,0.1258,221460.81,149483.46,149483.46,71977.35
OD0020526,O011286,P0004,5,782174.44,0.2192,3053690.53,686327.13,3431635.65,-377945.12
OD0020527,O011286,P0285,8,154365.67,0.2964,868849.46,114631.95,917055.6,-48206.14
OD0020528,O011287,P0263,1,1218472.82,0.0861,1113517.13,952546.61,952546.61,160970.52
OD0020529,O011287,P0111,1,304274.36,0.0931,275945.59,199535.97,199535.97,76409.62
OD0020530,O011288,P0297,1,18064.4,0.0941,16365.42,13851.81,13851.81,2513.61
OD0020531,O011288,P0013,1,665660.51,0.1404,572197.31,586215.0,586215.0,-14017.69
OD0020532,O011288,P0115,1,1571919.86,0.0415,1506641.97,1167377.86,1167377.86,339264.11
OD0020533,O011289,P0297,1,18716.79,0.1043,16764.6,13851.81,13851.81,2912.79
OD0020534,O011289,P0220,1,1425433.19,0.035,1375488.93,857391.75,857391.75,518097.18
OD0020535,O011289,P0270,1,169009.64,0.065,158027.16,128811.84,128811.84,29215.32
OD0020536,O011290,P0017,3,645958.98,0.1879,1573799.97,540734.34,1622203.02,-48403.05
OD0020537,O011291,P0253,1,2811231.79,0.0836,2576192.15,1866730.12,1866730.12,709462.03
OD0020538,O011292,P0153,1,547834.85,0.0392,526338.4,318679.04,318679.04,207659.36
OD0020539,O011293,P0059,2,4747625.06,0.1053,8495559.3,3953597.22,7907194.44,588364.86
OD0020540,O011293,P0061,4,4303867.61,0.2219,13395215.77,3733959.57,14935838.28,-1540622.51
OD0020541,O011293,P0140,3,215688.94,0.173,535142.87,148969.08,446907.24,88235.63
OD0020542,O011294,P0160,1,924359.51,0.1615,775119.18,592126.26,592126.26,182992.92
OD0020543,O011295,P0047,2,2540931.31,0.11,4522843.17,2145450.53,4290901.06,231942.11
OD0020544,O011295,P0004,2,810063.96,0.1156,1432792.79,686327.13,1372654.26,60138.53
OD0020545,O011295,P0087,3,590843.53,0.0896,1613702.78,395845.99,1187537.97,426164.81
OD0020546,O011295,P0223,2,486976.17,0.1373,840208.83,324711.01,649422.02,190786.81
OD0020547,O011296,P0031,6,1440604.8,0.2478,6501745.37,1142098.23,6852589.38,-350844.01
OD0020548,O011296,P0037,4,13813282.15,0.1388,47586195.86,11706271.19,46825084.76,761111.1
OD0020549,O011297,P0070,1,5133646.69,0.2105,4052765.59,4240330.32,4240330.32,-187564.73
OD0020550,O011298,P0275,1,295715.15,0.1047,264745.65,237023.91,237023.91,27721.74
OD0020551,O011299,P0264,1,998011.28,0.056,942155.67,797742.73,797742.73,144412.94
OD0020552,O011299,P0134,5,371425.14,0.0686,1729718.39,229266.72,1146333.6,583384.79
OD0020553,O011299,P0050,1,9071142.16,0.1293,7898533.17,7821205.87,7821205.87,77327.3
OD0020554,O011299,P0040,4,885959.56,0.1331,3072246.55,709833.61,2839334.44,232912.11
OD0020555,O011300,P0158,1,2858297.71,0.0964,2582721.19,1745055.05,1745055.05,837666.14
OD0020556,O011300,P0014,2,1314192.42,0.1002,2365035.34,1089176.16,2178352.32,186683.02
OD0020557,O011300,P0122,3,1955256.8,0.0772,5412873.23,1032437.93,3097313.79,2315559.44
OD0020558,O011300,P0289,4,345497.17,0.1381,1191154.77,226083.62,904334.48,286820.29
OD0020559,O011301,P0006,2,10359798.36,0.1795,17000026.96,8118987.55,16237975.1,762051.86
OD0020560,O011302,P0161,3,2058801.14,0.1492,5254715.62,1349686.11,4049058.33,1205657.29
OD0020561,O011302,P0237,4,1939319.95,0.1392,6677788.33,1353988.21,5415952.84,1261835.49
OD0020562,O011302,P0283,6,82260.87,0.1948,397433.06,62086.9,372521.4,24911.66
OD0020563,O011302,P0185,3,38750.08,0.1739,96038.69,29053.23,87159.69,8879.0
OD0020564,O011303,P0249,1,1294159.36,0.108,1154418.08,843827.59,843827.59,310590.49
OD0020565,O011303,P0284,3,941334.27,0.0239,2756423.45,647952.02,1943856.06,812567.39
OD0020566,O011304,P0250,1,4098131.75,0.1126,3636737.54,2953656.19,2953656.19,683081.35
OD0020567,O011304,P0015,1,658812.63,0.1125,584710.84,554928.95,554928.95,29781.89
OD0020568,O011304,P0295,1,100337.0,0.1312,87174.32,64787.72,64787.72,22386.6
OD0020569,O011304,P0299,2,14176.46,0.0769,26171.97,11285.75,22571.5,3600.47
OD0020570,O011304,P0208,3,677806.38,0.1292,1770747.43,396314.71,1188944.13,581803.3
OD0020571,O011305,P0072,3,218829.28,0.1578,552865.23,163208.98,489626.94,63238.29
OD0020572,O011306,P0001,5,16486204.11,0.1817,67449926.85,14116262.75,70581313.75,-3131386.9
OD0020573,O011306,P0016,8,954796.37,0.1383,6582032.27,812885.54,6503084.32,78947.95
OD0020574,O011307,P0229,1,330554.15,0.0996,297634.86,236105.93,236105.93,61528.93
OD0020575,O011307,P0132,1,2084294.81,0.0671,1944466.43,1414543.1,1414543.1,529923.33
